Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2018-01-13T20:57:11Z,Cash,Health,Medicine,Thyroid Tablets,740.0,Expense,INR
2018-01-13T20:55:55Z,Saving Bank account 1,Apparel,Laundry,clothes ironing,80.0,Expense,INR
2018-01-13T00:00:00Z,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR
2018-01-13T00:00:00Z,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR
2018-01-12T00:00:00Z,Credit Card,Household,Kirana,Smart point,226.0,Expense,INR
2018-01-12T00:00:00Z,Cash,Health,Lab Tests,Family Thyroid Test,500.0,Expense,INR
2018-01-12T00:00:00Z,Saving Bank account 1,Share Market,,,20000.0,Transfer-Out,INR
2018-01-12T00:00:00Z,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR
2018-01-11T00:00:00Z,Saving Bank account 1,Food,Eggs,6 eggs,42.0,Expense,INR
2018-01-11T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-01-10T00:00:00Z,Saving Bank account 1,Food,Rajgira ladu,2 packets,40.0,Expense,INR
2018-01-09T00:00:00Z,Cash,Food,Bread,Flatbread 12 pcs,34.0,Expense,INR
2018-01-09T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-01-08T00:00:00Z,Cash,Food,snacks,Vadapav,20.0,Expense,INR
2018-01-08T00:00:00Z,Cash,Other,,Gift from inlaws,2000.0,Income,INR
2018-01-08T00:00:00Z,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,1399.0,Expense,INR
2018-01-08T00:00:00Z,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,104.0,Expense,INR
2018-01-08T00:00:00Z,Cash,Household,Kirana,Harpik 1L,165.0,Expense,INR
2018-01-07T00:00:00Z,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR
2018-01-07T00:00:00Z,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-01-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2018-01-06T00:00:00Z,Saving Bank account 1,subscription,Mahanagar Gas,,810.0,Expense,INR
2018-01-06T00:00:00Z,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-01-06T00:00:00Z,Saving Bank account 1,Household,Appliances,5 litres can Distilled water,100.0,Expense,INR
2018-01-06T00:00:00Z,Cash,Food,curd,2 cups,20.0,Expense,INR
2018-01-06T00:00:00Z,Cash,Food,Milk,1 lit ,69.0,Expense,INR
2018-01-05T00:00:00Z,Equity Mutual Fund C,Maturity amount,,,6049.0,Income,INR
2018-01-04T00:00:00Z,Cash,Household,Kirana,Cockroach injection,270.0,Expense,INR
2018-01-04T00:00:00Z,Cash,Household,Kirana,Nandadip oil bottle,130.0,Expense,INR
2018-01-04T00:00:00Z,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-01-04T00:00:00Z,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR
2018-01-04T00:00:00Z,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR
2018-01-04T00:00:00Z,Saving Bank account 1,Documents,Updation,Aadhar Address Change,50.0,Expense,INR
2018-01-04T00:00:00Z,Equity Mutual Fund A,Maturity amount,,SIP Redemption,113376.0,Income,INR
2018-01-04T00:00:00Z,Equity Mutual Fund D,Maturity amount,,SIP Redemption,106875.0,Income,INR
2018-01-03T00:00:00Z,Credit Card,Food,Dinner,Wok express + Domino's,681.0,Expense,INR
2018-01-03T00:00:00Z,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux booking amount,1000.0,Expense,INR
2018-01-03T00:00:00Z,Saving Bank account 1,Food,Eggs,6 eggs,40.0,Expense,INR
2018-01-03T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-01-02T00:00:00Z,Credit Card,Household,Kirana,Supermart,1140.0,Expense,INR
2018-01-02T00:00:00Z,Cash,Health,Medicine,Refresh Tears Drop,158.0,Expense,INR
2018-01-01T00:00:00Z,Credit Card,subscription,Amazon Prime,Amazon pay cashback 1017 + Rs.482,482.0,Expense,INR
2018-01-01T00:00:00Z,Cash,Food,Ice cream,Raspberry dolly,15.0,Expense,INR
2018-01-01T00:00:00Z,Credit Card,Household,gadgets,Logitech mouse,599.0,Expense,INR
2018-01-01T00:00:00Z,Cash,Food,Milk,1 lit ,69.0,Expense,INR
2018-01-01T00:00:00Z,Saving Bank account 1,Money transfer,Home,,30000.0,Expense,INR
2018-01-01T00:00:00Z,Cash,maid,,,2000.0,Expense,INR
2018-01-01T00:00:00Z,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR
2018-01-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR
2017-12-31T13:25:39Z,Cash,Food,Bread,Flatbread 24 pcs,30.0,Expense,INR
2017-12-31T08:15:25Z,Saving Bank account 1,Salary,,From workplace ,64623.0,Income,INR
2017-12-31T07:21:05Z,Saving Bank account 1,Interest,,interest paid,594.0,Income,INR
2017-12-30T10:51:45Z,Cash,Food,vegetables,Dudhi 20 + mirchi 5,25.0,Expense,INR
2017-12-29T21:36:07Z,Saving Bank account 1,Family,misc,For utensils,450.0,Expense,INR
2017-12-29T18:22:49Z,Cash,Food,snacks,3 pavwada,30.0,Expense,INR
2017-12-29T18:22:25Z,Cash,Household,Kirana,,182.0,Expense,INR
2017-12-29T18:22:11Z,Cash,Food,flour mill,,5.0,Expense,INR
2017-12-29T13:00:01Z,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181.0,Expense,INR
2017-12-28T18:27:52Z,Cash,Food,vegetables,Ginger,10.0,Expense,INR
2017-12-27T18:43:16Z,Cash,Food,Grocery,Tata salt 28+ 6 eggs 42,70.0,Expense,INR
2017-12-26T21:55:12Z,Saving Bank account 1,Fixed Deposit,,,250000.0,Transfer-Out,INR
2017-12-26T21:50:33Z,Fixed Deposit,Saving Bank account 1,,,150000.0,Transfer-Out,INR
2017-12-26T19:35:40Z,Credit Card,subscription,Newspaper,"ET Prime (1+1) till 24 Dec,2024",1749.0,Expense,INR
2017-12-25T17:43:26Z,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156.0,Expense,INR
2017-12-25T11:53:26Z,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181.0,Expense,INR
2017-12-25T05:48:15Z,Cash,Transportation,auto,Place 2 station to Permanent Residence,80.0,Expense,INR
2017-12-24T21:24:36Z,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-12-24T19:28:25Z,Credit Card,Gift,,Birthday gift,1364.0,Expense,INR
2017-12-24T19:28:11Z,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-12-24T19:27:42Z,Cash,Household,Toiletries,Toothbrush (buy 2 get 1),100.0,Expense,INR
2017-12-24T08:06:55Z,Saving Bank account 1,Food,Milk,Half lit  milk,35.0,Expense,INR
2017-12-23T11:06:42Z,Credit Card,Gift,,Birthday gift,798.0,Expense,INR
2017-12-22T14:42:54Z,Saving Bank account 1,Food,Lunch,Home Food Delivery,380.0,Expense,INR
2017-12-22T00:00:00Z,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR
2017-12-21T20:45:11Z,Saving Bank account 1,Food,snacks,Vadapav,15.0,Expense,INR
2017-12-21T20:45:25Z,Cash,Household,Kirana,Surti kolam 2kg (54rsx2)+Monaco biscuits,118.0,Expense,INR
2017-12-21T14:34:40Z,Cash,Food,Lunch,Catering Service,65.0,Expense,INR
2017-12-21T14:34:05Z,Cash,Food,Milk,milk 1lit ,70.0,Expense,INR
2017-12-20T10:31:16Z,Cash,Food,Lunch,Catering Service,95.0,Expense,INR
2017-12-20T10:31:16Z,Credit Card,subscription,Edtech Course,Renewal,28400.0,Expense,INR
2017-12-19T20:59:27Z,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR
2017-12-19T20:25:07Z,Cash,Family,Pocket money,,500.0,Expense,INR
2017-12-19T18:57:13Z,Cash,Food,snacks,Chicken Frankie,45.0,Expense,INR
2017-12-19T17:53:14Z,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,108.96,Transfer-Out,INR
2017-12-19T17:53:27Z,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR
2017-12-19T06:38:08Z,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-12-18T06:00:09Z,Credit Card,Apparel,Clothing,undergarment single,312.0,Expense,INR
2017-12-17T22:28:06Z,Credit Card,Food,Dinner,At restaurant,505.0,Expense,INR
2017-12-17T22:27:36Z,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-12-17T22:26:42Z,Credit Card,Household,Kirana,Dmart,878.0,Expense,INR
2017-12-17T17:49:59Z,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR
2017-12-17T17:48:57Z,Cash,Transportation,auto,college to inorbit,25.0,Expense,INR
2017-12-17T16:28:43Z,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2017-12-17T16:28:24Z,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR
2017-12-16T07:24:10Z,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-12-15T07:24:31Z,Cash,Other,,Nosebud,10.0,Expense,INR
2017-12-15T07:24:31Z,Cash,Food,Ice cream,chocobar,15.0,Expense,INR
2017-12-14T20:17:25Z,Saving Bank account 1,Petty cash,,From Family,3000.0,Income,INR
2017-12-14T20:17:25Z,Cash,Food,Grocery,Paneer + 1 kg onion,145.0,Expense,INR
2017-12-13T22:00:09Z,Cash,Apparel,Laundry,clothes ironing,98.0,Expense,INR
2017-12-13T17:42:27Z,Cash,Family,Pocket money,,20.0,Expense,INR
2017-12-13T07:31:27Z,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-12-12T00:00:00Z,Cash,Food,Eggs,6 eggs,40.0,Expense,INR
2017-12-12T00:00:00Z,Credit Card,Food,snacks,Double chicken shwarma,100.0,Expense,INR
2017-12-12T00:00:00Z,Cash,Food,Lunch,Catering Service,80.0,Expense,INR
2017-12-12T00:00:00Z,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR
2017-12-10T00:00:00Z,Cash,Food,vegetables,,90.0,Expense,INR
2017-12-10T00:00:00Z,Cash,Food,fruits,,310.0,Expense,INR
2017-12-10T00:00:00Z,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-12-10T00:00:00Z,Saving Bank account 1,Food,Lunch,Catering Service,65.0,Expense,INR
2017-12-09T00:00:00Z,Cash,Food,Lunch,Catering Service,85.0,Expense,INR
2017-12-08T00:00:00Z,Saving Bank account 1,Food,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408.0,Expense,INR
2017-12-07T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-12-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2017-12-06T00:00:00Z,Saving Bank account 1,Food,Lunch,Catering Service,125.0,Expense,INR
2017-12-05T00:00:00Z,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR
2017-12-05T00:00:00Z,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR
2017-12-05T00:00:00Z,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR
2017-12-04T00:00:00Z,Credit Card,Household,Kirana,Smart point,937.0,Expense,INR
2017-12-04T00:00:00Z,Credit Card,Household,Kirana,Supermart,990.0,Expense,INR
2017-12-04T00:00:00Z,Saving Bank account 1,Food,fruits,,120.0,Expense,INR
2017-12-04T00:00:00Z,Recurring Deposit,Maturity amount,,Premature closure of RD3 & RD4,14086.0,Income,INR
2017-12-04T00:00:00Z,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR
2017-12-04T00:00:00Z,Saving Bank account 1,Food,Bread,,35.0,Expense,INR
2017-12-04T00:00:00Z,Cash,Food,snacks,Amul butter,50.0,Expense,INR
2017-12-04T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-12-04T00:00:00Z,Saving Bank account 1,subscription,Newspaper,,110.0,Expense,INR
2017-12-03T00:00:00Z,Cash,Food,snacks,Shev Puri,30.0,Expense,INR
2017-12-03T00:00:00Z,Saving Bank account 1,Food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,INR
2017-12-03T00:00:00Z,Cash,Other,,2 kg soil,20.0,Expense,INR
2017-12-03T00:00:00Z,Cash,Beauty,grooming,hair cut+shaving,160.0,Expense,INR
2017-12-02T00:00:00Z,Saving Bank account 1,Food,Ice cream,chocobar,35.0,Expense,INR
2017-12-02T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-12-01T00:00:00Z,Saving Bank account 1,Food,Lunch,Catering Service ( 5 methi paranthe),125.0,Expense,INR
2017-12-01T00:00:00Z,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR
2017-12-01T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2017-12-01T00:00:00Z,Cash,maid,,,2000.0,Expense,INR
2017-12-01T00:00:00Z,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR
2017-12-01T00:00:00Z,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,100000.0,Transfer-Out,INR
2017-12-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,40000.0,Transfer-Out,INR
2017-12-01T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-12-01T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-11-30T20:20:53Z,Saving Bank account 1,Health,Medicine,5 Meftal spas,22.0,Expense,INR
2017-11-30T20:20:53Z,Saving Bank account 1,Health,Health,Glasses remaining,800.0,Expense,INR
2017-11-30T20:20:53Z,Credit Card,Health,Health,Family's Glasses,22700.0,Expense,INR
2017-11-30T16:56:20Z,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR
2017-11-30T16:17:01Z,Saving Bank account 1,Saving Bank account 2,,,77.33,Transfer-Out,INR
2017-11-30T08:55:08Z,Cash,Family,Pocket money,Change,50.0,Expense,INR
2017-11-30T08:15:06Z,Saving Bank account 1,Salary,,From workplace ,64636.0,Income,INR
2017-11-28T17:35:35Z,Saving Bank account 1,Food,Bread,Sweet bread cake pav kg,90.0,Expense,INR
2017-11-28T17:35:35Z,Saving Bank account 1,Food,Eggs,6 eggs,42.0,Expense,INR
2017-11-28T17:35:35Z,Saving Bank account 1,Food,Bread,,18.0,Expense,INR
2017-11-28T17:35:35Z,Credit Card,Household,Kirana,Toast+ biscuits,115.0,Expense,INR
2017-11-28T17:35:35Z,Saving Bank account 1,Food,vegetables,,140.0,Expense,INR
2017-11-28T08:30:27Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2017-11-27T21:05:52Z,Saving Bank account 1,Health,Health,Glasses advance,1000.0,Expense,INR
2017-11-27T21:05:37Z,Saving Bank account 1,Gpay Reward,,,7.0,Income,INR
2017-11-27T16:07:30Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-11-27T13:39:29Z,Cash,Transportation,auto,Place 6 station to  mall,30.0,Expense,INR
2017-11-27T13:38:55Z,Cash,Transportation,Train,1 Place 0 to Place 6,5.0,Expense,INR
2017-11-27T13:38:20Z,Credit Card,Apparel,Footwear,Sandals Hush puppies,2699.0,Expense,INR
2017-11-26T22:26:15Z,Saving Bank account 1,Gpay Reward,,,8.0,Income,INR
2017-11-26T20:30:45Z,Cash,Transportation,auto,eye institute to Place 6 station,40.0,Expense,INR
2017-11-26T20:30:12Z,Credit Card,Health,Medicine,eye drop,159.0,Expense,INR
2017-11-26T17:29:44Z,Cash,Transportation,auto,Place 6 station to eye institute,40.0,Expense,INR
2017-11-26T17:25:47Z,Saving Bank account 1,Health,Hospital,"Routine checkup - eye institute, Place 6",400.0,Expense,INR
2017-11-26T16:59:29Z,Cash,Transportation,Train,1 Place 0 to Place 6 return,10.0,Expense,INR
2017-11-25T10:25:57Z,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156.0,Expense,INR
2017-11-25T09:29:45Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2017-11-25T09:29:08Z,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,90.0,Expense,INR
2017-11-25T08:35:44Z,Cash,Food,vegetables,Half kg tomato,10.0,Expense,INR
2017-11-24T12:22:39Z,Credit Card,Culture,Movie,2 PVR Place 6,314.0,Expense,INR
2017-11-23T12:22:39Z,Cash,Food,Bread,Flatbread 8 pcs,23.0,Expense,INR
2017-11-23T12:22:39Z,Cash,Food,Grocery,Dahi + remaining balance,17.0,Expense,INR
2017-11-23T12:22:39Z,Cash,Food,flour mill,3 kg Bajari,21.0,Expense,INR
2017-11-23T06:16:26Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2017-11-22T00:00:00Z,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR
2017-11-22T00:00:00Z,Saving Bank account 1,Life Insurance,,,11043.0,Transfer-Out,INR
2017-11-20T18:39:39Z,Saving Bank account 1,Food,Milk,milk 1lit ,70.0,Expense,INR
2017-11-20T18:39:05Z,Cash,scrap,,,200.0,Income,INR
2017-11-19T20:23:22Z,Saving Bank account 1,Food,snacks,1 Panipuri,20.0,Expense,INR
2017-11-19T20:23:06Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-11-19T20:22:43Z,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-11-19T20:22:19Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-11-19T13:58:30Z,Credit Card,Culture,Movie,2 PVR Place 6,436.0,Expense,INR
2017-11-18T22:20:50Z,Credit Card,Household,Kirana,Khobra + shengdana+ vim bar,242.0,Expense,INR
2017-11-18T20:32:08Z,Saving Bank account 1,Food,Eggs,6 eggs,39.0,Expense,INR
2017-11-18T15:03:07Z,Saving Bank account 1,subscription,Mahanagar Gas,,147.0,Expense,INR
2017-11-18T11:06:13Z,Saving Bank account 1,Self-development,,Marathon,950.0,Expense,INR
2017-11-18T08:04:11Z,Saving Bank account 1,Food,Milk,1.5 lit milk ,104.0,Expense,INR
2017-11-17T22:26:31Z,Saving Bank account 1,Food,Ice cream,Vanila family pack,105.0,Expense,INR
2017-11-17T22:25:48Z,Saving Bank account 1,Household,Kirana,Agarbatti 55 + dahi 25,80.0,Expense,INR
2017-11-17T13:37:44Z,Saving Bank account 1,Food,flour mill,4 kg Gehu,28.0,Expense,INR
2017-11-16T05:55:14Z,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR
2017-11-15T20:48:26Z,Credit Card,Food,Dinner,Home Food Delivery,524.0,Expense,INR
2017-11-15T20:47:14Z,Saving Bank account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + all out 75,209.0,Expense,INR
2017-11-15T20:46:34Z,Saving Bank account 1,Education,Stationary,Photo paper print,45.0,Expense,INR
2017-11-15T20:46:03Z,Saving Bank account 1,Food,Bread,brown bread,25.0,Expense,INR
2017-11-15T20:43:38Z,Credit Card,Household,Kirana,Amul butter 52 + Good Day biscuits 43,95.0,Expense,INR
2017-11-14T22:09:11Z,Cash,Food,fruits,,125.0,Expense,INR
2017-11-14T22:08:41Z,Cash,Family,Pocket money,,770.0,Expense,INR
2017-11-14T20:19:17Z,Saving Bank account 1,Food,Grocery,vegetables,160.0,Expense,INR
2017-11-13T20:18:43Z,Saving Bank account 1,Household,Kirana,Pani Puri packet + Bundi + chivda,180.0,Expense,INR
2017-11-13T20:18:06Z,Saving Bank account 1,Food,Milk,milk 1lit varna,70.0,Expense,INR
2017-11-13T20:17:37Z,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,50.0,Expense,INR
2017-11-13T20:17:00Z,Credit Card,Household,Kirana,Maggie + lizol,268.0,Expense,INR
2017-11-13T20:16:48Z,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR
2017-11-12T00:00:00Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-11-12T00:00:00Z,Credit Card,Food,Dinner,At restaurant,1525.0,Expense,INR
2017-11-12T00:00:00Z,Cash,Food,Tea,,12.0,Expense,INR
2017-11-12T00:00:00Z,Credit Card,Household,Appliances,USB cord,130.0,Expense,INR
2017-11-12T00:00:00Z,Cash,Household,Appliances,Screwdriver 2,120.0,Expense,INR
2017-11-12T00:00:00Z,Credit Card,Other,,Shopping at Alfa,3690.0,Expense,INR
2017-11-12T00:00:00Z,Cash,Transportation,auto,Place P station to Alfa market,34.0,Expense,INR
2017-11-12T00:00:00Z,Cash,Transportation,Train,Place 4 station to Place P return,30.0,Expense,INR
2017-11-12T00:00:00Z,Cash,Transportation,Train,Place 0 to Place P return,40.0,Expense,INR
2017-11-11T00:00:00Z,Saving Bank account 1,Food,Eggs,6 eggs,39.0,Expense,INR
2017-11-11T00:00:00Z,Saving Bank account 1,Food,Milk,Half lit  milk,26.0,Expense,INR
2017-11-10T00:00:00Z,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR
2017-11-09T00:00:00Z,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,72.0,Expense,INR
2017-11-09T00:00:00Z,Cash,Household,Toiletries,Colgate max fresh small,20.0,Expense,INR
2017-11-09T00:00:00Z,Credit Card,Household,Kirana,,67.0,Expense,INR
2017-11-09T00:00:00Z,Saving Bank account 1,Health,Medicine,Acne Star cream,100.0,Expense,INR
2017-11-09T00:00:00Z,Saving Bank account 1,Food,Lunch,Bhendi bhaji,40.0,Expense,INR
2017-11-09T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR
2017-11-08T00:00:00Z,Credit Card,Household,Kirana,,539.0,Expense,INR
2017-11-08T00:00:00Z,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR
2017-11-08T00:00:00Z,Saving Bank account 1,Food,fruits,1 kg apple,130.0,Expense,INR
2017-11-07T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR
2017-11-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2017-11-06T00:00:00Z,Cash,Food,Eggs,6 eggs,39.0,Expense,INR
2017-11-05T00:00:00Z,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-11-05T00:00:00Z,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,200.0,Expense,INR
2017-11-05T00:00:00Z,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR
2017-11-03T00:00:00Z,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR
2017-11-03T00:00:00Z,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR
2017-11-02T00:00:00Z,Cash,Food,snacks,2 pavwada,20.0,Expense,INR
2017-11-02T00:00:00Z,Cash,Other,,Dambar goli 2 packets ( Naphthalene balls),130.0,Expense,INR
2017-11-01T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-11-01T00:00:00Z,Saving Bank account 1,Salary,,From workplace ,78298.0,Income,INR
2017-11-01T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-11-01T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-11-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR
2017-11-01T00:00:00Z,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR
2017-10-29T22:56:05Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-10-29T22:24:14Z,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-10-29T21:54:53Z,Credit Card,subscription,Hotstar,subscription 1yr,795.49,Expense,INR
2017-10-27T12:55:49Z,Cash,Transportation,auto,Permanent Residence to bus stand,40.0,Expense,INR
2017-10-26T19:24:35Z,Cash,Transportation,auto,within city,50.0,Expense,INR
2017-10-26T19:23:26Z,Cash,Festivals,Diwali,Offering,50.0,Expense,INR
2017-10-26T16:34:04Z,Cash,Festivals,Diwali,Offering,10.0,Expense,INR
2017-10-26T13:01:57Z,Cash,Festivals,Diwali,Offering,500.0,Expense,INR
2017-10-25T21:51:03Z,Saving Bank account 1,Petty cash,,From Family,3000.0,Income,INR
2017-10-24T18:27:42Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-10-24T10:58:47Z,Cash,Food,snacks,Dahi,10.0,Expense,INR
2017-10-23T21:28:37Z,Cash,Household,Toiletries,Shampoo sachets,9.0,Expense,INR
2017-10-23T19:00:08Z,Cash,Apparel,Footwear,Slippers,220.0,Expense,INR
2017-10-23T18:57:11Z,Cash,Festivals,Diwali,Aakash kandil,200.0,Expense,INR
2017-10-23T18:54:46Z,Cash,Household,Toiletries,Dettol liquid handwash refill,99.0,Expense,INR
2017-10-23T11:03:59Z,Cash,Household,Kitchen,flour mill,27.0,Expense,INR
2017-10-23T09:02:11Z,Cash,Household,Kirana,,50.0,Expense,INR
2017-10-23T04:23:50Z,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,191.0,Expense,INR
2017-10-22T18:35:25Z,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,50.0,Expense,INR
2017-10-22T00:00:00Z,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR
2017-10-21T21:32:40Z,Credit Card,Other,,ipad cover + case,1888.0,Expense,INR
2017-10-21T19:30:30Z,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33.0,Expense,INR
2017-10-21T13:43:21Z,Cash,maid,,,2000.0,Expense,INR
2017-10-20T23:03:35Z,Saving Bank account 1,Gift,,farewell contribution,200.0,Expense,INR
2017-10-20T19:54:58Z,Cash,Festivals,Diwali,Rangoli + stamp,20.0,Expense,INR
2017-10-19T21:44:36Z,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-10-18T19:24:45Z,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1333.0,Expense,INR
2017-10-18T19:16:25Z,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1231.0,Expense,INR
2017-10-17T13:18:33Z,Saving Bank account 1,Petty cash,,From Family,3000.0,Income,INR
2017-10-13T12:33:18Z,Cash,Family,Pocket money,,70.0,Expense,INR
2017-10-11T00:00:00Z,Saving Bank account 1,Equity Mutual Fund D,,Lumpsum,10000.0,Transfer-Out,INR
2017-10-11T00:00:00Z,Saving Bank account 1,Transportation,train,Place 2 to Place 3 sevagram,658.6,Expense,INR
2017-10-10T00:00:00Z,Cash,Household,Kitchen,flour mill,14.0,Expense,INR
2017-10-10T00:00:00Z,Saving Bank account 1,Share Market,,Stock market,150000.0,Transfer-Out,INR
